FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,6,1,White,Mid,6.1151443,0.1151443043505882,4,0,0.0191907173917647,6.0
7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6,1,White,Mid,6.251309,0.2513090789282266,5,0,0.04188484648803777,6.0
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,7,1,White,Mid,6.3000135,-0.6999862578714673,3,2,-0.09999803683878104,6.0
7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7,1,White,Mid,6.8259125,-0.17408757589224333,4,0,-0.024869653698891905,7.0
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1,White,Mid,6.8259125,-0.17408757589224333,4,0,-0.024869653698891905,7.0
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1,White,Mid,6.8259125,-0.17408757589224333,4,0,-0.024869653698891905,7.0
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1,White,Mid,6.8259125,-0.17408757589224333,4,0,-0.024869653698891905,7.0
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,1,White,Mid,6.081244,0.08124388174256314,4,0,0.013540646957093857,6.0
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,1,White,Mid,6.081244,0.08124388174256314,4,0,0.013540646957093857,6.0
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,1,White,Mid,6.081244,0.08124388174256314,4,0,0.013540646957093857,6.0
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,1,White,Mid,6.081244,0.08124388174256314,4,0,0.013540646957093857,6.0
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,1,White,Mid,6.081244,0.08124388174256314,4,0,0.013540646957093857,6.0
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,6,1,White,Mid,5.723865,-0.27613495429541857,4,1,-0.04602249238256976,6.0
7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.9938,3.2,0.38,11.0,7,1,White,Mid,6.1866198,-0.8133800700801324,2,3,-0.11619715286859034,6.0
7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,3.16,0.47,9.8,7,1,White,Mid,6.181259,-0.8187406342845263,2,3,-0.11696294775493232,6.0
7.4,0.2,0.29,1.7,0.047,16.0,100.0,0.99243,3.28,0.45,10.6,6,1,White,Mid,5.9728613,-0.027138734282808663,4,0,-0.00452312238046811,6.0
7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,7,1,White,Mid,6.378854,-0.6211464385917047,3,2,-0.08873520551310067,6.0
7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,1,White,Low,5.581524,0.5815239159773968,5,2,0.11630478319547936,6.0
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,1,White,Mid,6.0262213,0.026221273509936083,4,0,0.004370212251656014,6.0
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,3.14,0.61,11.8,6,1,White,Mid,6.076368,0.07636801709392138,4,0,0.012728002848986897,6.0
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6,1,White,Mid,5.9196024,-0.08039764982034736,4,0,-0.013399608303391227,6.0
7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,7,1,White,Mid,5.9878783,-1.0121217316654212,2,3,-0.14458881880934588,6.0
7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,5,1,White,Low,5.532444,0.5324438673337317,5,2,0.10648877346674634,6.0
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,1,White,Low,5.8290253,0.829025498598301,6,3,0.1658050997196602,6.0
7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,5,1,White,Low,5.7928023,0.7928024337843329,6,2,0.15856048675686657,6.0
7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6,1,White,Mid,5.754705,-0.24529489666438042,4,0,-0.040882482777396735,6.0
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,7,1,White,Mid,5.982091,-1.0179090355289704,2,3,-0.14541557650413864,6.0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,1,White,Low,5.3219147,0.32191488417966596,5,1,0.06438297683593319,5.0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,1,White,Low,5.3219147,0.32191488417966596,5,1,0.06438297683593319,5.0
7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,9,1,White,High,7.0183053,-1.9816945269675692,0,7,-0.22018828077417435,7.0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,1,White,Mid,5.888901,-0.11109859997020521,4,0,-0.018516433328367537,6.0
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,6,1,White,Mid,5.888901,-0.11109859997020521,4,0,-0.018516433328367537,6.0
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37,11.5,7,1,White,Mid,6.298312,-0.7016877787798492,3,2,-0.10024111125426417,6.0
7.4,0.25,0.29,2.2,0.054,19.0,49.0,0.99666,3.4,0.76,10.9,7,0,Red,Mid,6.3738713,-0.6261284594665497,3,2,-0.08944692278093568,6.0
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29,10.8,6,1,White,Mid,6.070989,0.07098903172238824,4,0,0.011831505287064706,6.0
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,1,White,Mid,5.8144584,-0.18554153329568823,4,0,-0.030923588882614705,6.0
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,1,White,Mid,5.8144584,-0.18554153329568823,4,0,-0.030923588882614705,6.0
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,1,White,Mid,5.8144584,-0.18554153329568823,4,0,-0.030923588882614705,6.0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,1,White,Low,5.6147027,0.6147026076836424,5,2,0.12294052153672848,6.0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,1,White,Low,5.6147027,0.6147026076836424,5,2,0.12294052153672848,6.0
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,1,White,Mid,5.9392705,-0.060729625248952424,4,0,-0.010121604208158738,6.0
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5,1,White,Low,5.722173,0.7221732758042014,6,2,0.14443465516084028,6.0
7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,6,1,White,Mid,5.9139595,-0.08604030402984719,4,0,-0.0143400506716412,6.0
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,1,White,Mid,6.5970025,0.5970024571089256,5,2,0.09950040951815427,7.0
7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6,1,White,Mid,6.140446,0.1404460213705674,4,0,0.023407670228427897,6.0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,1,White,Low,5.239772,0.23977199246652514,5,0,0.04795439849330503,5.0
7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094,3.03,0.65,12.0,4,1,White,Low,5.7520514,1.7520514464447956,8,6,0.4380128616111989,6.0
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.03333333,6,1,White,Mid,5.8407946,-0.1592055184495642,4,0,-0.026534253074927367,6.0
7.4,0.28,0.25,11.9,0.053,25.0,148.0,0.9976,3.1,0.62,9.2,5,1,White,Low,5.269765,0.2697649665809081,5,1,0.05395299331618162,5.0
7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,6,1,White,Mid,5.6515584,-0.34844144271458255,3,1,-0.058073573785763756,6.0
7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,3.14,0.56,10.6,5,1,White,Low,5.471036,0.4710360329131529,5,1,0.09420720658263057,5.0
7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,6,1,White,Mid,5.5778046,-0.4221954632714766,3,1,-0.0703659105452461,6.0
7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47,10.6,6,1,White,Mid,5.7839932,-0.21600676887574988,4,0,-0.036001128145958315,6.0
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,0,Red,Mid,5.491792,-0.5082075968550201,3,1,-0.08470126614250335,5.0
7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.99808,3.02,0.34,8.8,5,1,White,Low,5.3840795,0.38407955069109345,5,1,0.07681591013821869,5.0
7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7,1,White,Mid,6.146133,-0.8538669107701606,2,3,-0.12198098725288009,6.0
7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,6,1,White,Mid,5.831007,-0.16899310697578152,4,0,-0.02816551782929692,6.0
7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,6,1,White,Mid,5.7651863,-0.23481383812640289,4,0,-0.039135639687733814,6.0
7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5,1,White,Low,5.1940255,0.1940256246959935,5,0,0.0388051249391987,5.0
7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,3.1,0.45,10.4,5,1,White,Low,5.5702844,0.5702841384790398,5,2,0.11405682769580797,6.0
7.4,0.32,0.27,1.4,0.049,38.0,173.0,0.99335,3.03,0.52,9.3,5,1,White,Low,5.2728324,0.2728322019071303,5,1,0.054566440381426065,5.0
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,5,1,White,Low,5.3271403,0.32714020351910555,5,1,0.0654280407038211,5.0
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,6,1,White,Mid,5.5041676,-0.4958325387949216,3,1,-0.08263875646582027,6.0
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5,1,White,Low,5.1528225,0.15282229524536817,4,0,0.030564459049073633,5.0
7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5,1,White,Low,5.1528225,0.15282229524536817,4,0,0.030564459049073633,5.0
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,1,White,Mid,5.7655725,-0.23442728798427215,4,0,-0.03907121466404536,6.0
7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6,0,Red,Mid,6.0583525,0.05835254869998874,4,0,0.009725424783331457,6.0
7.4,0.36,0.23,1.9,0.017,31.0,69.0,0.9892,2.93,0.36,12.5,6,1,White,Mid,6.3284283,0.3284280398708779,5,1,0.05473800664514631,6.0
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,0,Red,Low,5.7966228,0.7966229013033059,6,3,0.15932458026066118,6.0
7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33,11.2,6,1,White,Mid,6.084385,0.0843849289207208,4,0,0.014064154820120134,6.0
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7,0,Red,Mid,6.896389,-0.10361120648257227,4,0,-0.014801600926081753,7.0
7.4,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,0.69,10.7,6,1,White,Mid,5.7081842,-0.29181585552081657,4,1,-0.0486359759201361,6.0
7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,6,0,Red,Mid,5.5163374,-0.483662519929986,3,1,-0.080610419988331,6.0
7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,5,1,White,Low,5.3878417,0.38784182074927465,5,1,0.07756836414985493,5.0
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,1,White,Low,5.1537724,0.15377243361519177,4,0,0.030754486723038356,5.0
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,1,White,Low,5.1537724,0.15377243361519177,4,0,0.030754486723038356,5.0
7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5,1,White,Low,5.621808,0.6218078391366273,5,2,0.12436156782732546,6.0
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,0,Red,Low,5.14285,0.14284971920182077,4,0,0.028569943840364154,5.0
7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8,1,White,High,6.500066,-1.4999343613176155,1,5,-0.18749179516470194,7.0
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6,1,White,Mid,5.4365177,-0.5634824779021255,3,2,-0.09391374631702092,5.0
7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4,5,1,White,Low,5.291758,0.291758112841662,5,1,0.058351622568332394,5.0
7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,1,White,Low,5.0952187,0.09521889492889635,4,0,0.019043778985779268,5.0
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,5,0,Red,Low,5.454051,0.4540510250540386,5,1,0.09081020501080772,5.0
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,1,White,Mid,6.786017,-0.21398327115810023,4,0,-0.030569038736871463,7.0
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,0,Red,Mid,5.9837093,-0.01629086238042632,4,0,-0.0027151437300710532,6.0
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,0,Red,Mid,5.8656178,-0.1343821356118271,4,0,-0.022397022601971184,6.0
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,0,Red,Low,5.42444,0.4244399255114679,5,1,0.08488798510229359,5.0
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,0,Red,Low,5.552641,0.552641094209247,5,2,0.11052821884184941,6.0
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,0,Red,Low,5.552641,0.552641094209247,5,2,0.11052821884184941,6.0
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6,0,Red,Mid,5.4309206,-0.5690794703413689,3,2,-0.09484657839022814,5.0
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4,0,Red,Low,4.7784615,0.7784616398278263,6,2,0.1946154099569566,5.0
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,0,Red,Mid,5.487981,-0.5120191968414147,3,1,-0.08533653280690245,5.0
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,0,Red,Low,5.0410504,0.041050234382720596,4,0,0.008210046876544119,5.0
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,0,Red,Low,5.284359,0.2843591033971471,5,1,0.05687182067942942,5.0
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,0,Red,Mid,5.840095,-0.15990507482360883,4,0,-0.026650845803934804,6.0
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,0,Red,Mid,5.493948,-0.506052027983535,3,1,-0.0843420046639225,5.0
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0,Red,Mid,6.045982,-0.9540180391621274,2,3,-0.13628829130887535,6.0
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0,Red,Mid,6.045982,-0.9540180391621274,2,3,-0.13628829130887535,6.0
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,0,Red,Low,5.2465544,0.246554506730555,5,0,0.049310901346111005,5.0
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,0,Red,Low,5.1423087,0.14230857675126263,4,0,0.028461715350252527,5.0
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,0,Red,Mid,5.4733534,-0.5266465407103444,3,1,-0.08777442345172408,5.0
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5,0,Red,Low,5.0628586,0.06285852987323359,4,0,0.012571705974646718,5.0
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5,0,Red,Low,5.0628586,0.06285852987323359,4,0,0.012571705974646718,5.0
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,6,1,White,Mid,6.0730314,0.0730313929489208,4,0,0.012171898824820135,6.0
7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6,1,White,Mid,5.9059935,-0.09400657539301882,4,0,-0.015667762565503136,6.0
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9,6,1,White,Mid,6.019291,0.01929115720539265,4,0,0.0032151928675654418,6.0
7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,6,1,White,Mid,6.119973,0.11997304323643299,4,0,0.019995507206072165,6.0
7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,7,1,White,Mid,6.2399993,-0.7600008189930056,3,2,-0.10857154557042938,6.0
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,5,1,White,Low,5.298338,0.2983379908481254,5,1,0.05966759816962508,5.0
7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,1,White,Mid,6.133314,0.13331390264720167,4,0,0.022218983774533612,6.0
7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.99393,3.11,0.52,10.2,7,1,White,Mid,6.1349516,-0.8650482385162386,2,3,-0.12357831978803409,6.0
7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,6,1,White,Mid,5.9936013,-0.006398748734183002,4,0,-0.0010664581223638336,6.0
7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,0.36,8.7,5,1,White,Low,5.1903925,0.1903925866174463,5,0,0.038078517323489255,5.0
7.5,0.22,0.33,6.7,0.036,45.0,138.0,0.9939,3.2,0.68,11.4,6,1,White,Mid,6.204444,0.2044436955161517,5,0,0.03407394925269195,6.0
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,5,1,White,Low,5.764973,0.7649733013199151,6,2,0.15299466026398303,6.0
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6,1,White,Mid,5.966874,-0.033125938203238725,4,0,-0.005520989700539787,6.0
7.5,0.23,0.35,17.8,0.058,128.0,212.0,1.00241,3.44,0.43,8.9,5,1,White,Low,5.488106,0.4881058375578684,5,1,0.09762116751157368,5.0
7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,7,1,White,Mid,6.2811036,-0.7188962397112046,3,2,-0.10269946281588638,6.0
7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5,1,White,Low,5.2313414,0.2313412732174811,5,0,0.04626825464349622,5.0
7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5,1,White,Low,5.2313414,0.2313412732174811,5,0,0.04626825464349622,5.0
7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,6,1,White,Mid,5.964261,-0.03573904481481094,4,0,-0.005956507469135157,6.0
7.5,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,5,1,White,Low,5.7676926,0.7676925725871513,6,2,0.15353851451743025,6.0
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,1,White,Mid,6.054351,0.054350981873596105,4,0,0.009058496978932684,6.0
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,1,White,Mid,6.054351,0.054350981873596105,4,0,0.009058496978932684,6.0
7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.9962,3.17,0.59,10.5,7,1,White,Mid,6.0923166,-0.9076835606538305,2,3,-0.12966908009340436,6.0
7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,6,1,White,Mid,5.972877,-0.027122917679651692,4,0,-0.004520486279941949,6.0
7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,3.45,0.56,10.4,6,1,White,Mid,6.361699,0.36169888880078105,5,1,0.060283148133463506,6.0
7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,5,1,White,Low,5.2029223,0.2029222512085429,5,0,0.04058445024170858,5.0
7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,5,1,White,Low,5.2029223,0.2029222512085429,5,0,0.04058445024170858,5.0
7.5,0.26,0.3,4.6,0.027,29.0,92.0,0.99085,3.15,0.38,12.0,7,1,White,Mid,6.7371764,-0.26282376579325284,4,0,-0.037546252256178976,7.0
7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,6,1,White,Mid,6.154829,0.15482883545280668,4,0,0.025804805908801114,6.0
7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,1,White,Mid,6.15319,0.15319014477743842,4,0,0.025531690796239737,6.0
7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5,1,White,Low,5.3897886,0.3897885824160756,5,1,0.07795771648321512,5.0
7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,1,White,Low,5.209542,0.20954185332390818,5,0,0.04190837066478163,5.0
7.5,0.28,0.33,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1,6,1,White,Mid,5.756508,-0.24349230944731381,4,0,-0.0405820515745523,6.0
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,1,White,Low,5.110011,0.11001100555759269,4,0,0.022002201111518536,5.0
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,1,White,Low,5.110011,0.11001100555759269,4,0,0.022002201111518536,5.0
7.5,0.28,0.78,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,1,White,Low,5.1991057,0.1991057279432198,5,0,0.039821145588643955,5.0
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,1,White,Low,5.619717,0.6197171572241782,5,2,0.12394343144483563,6.0
7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,5,1,White,Low,5.3033204,0.3033206425300099,5,1,0.06066412850600198,5.0
7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,5,1,White,Low,5.4335938,0.4335939806355249,5,1,0.08671879612710498,5.0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,1,White,Mid,5.577011,-0.4229889417889616,3,1,-0.07049815696482693,6.0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,1,White,Mid,5.577011,-0.4229889417889616,3,1,-0.07049815696482693,6.0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,1,White,Mid,5.577011,-0.4229889417889616,3,1,-0.07049815696482693,6.0
7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,5,1,White,Low,5.3104377,0.31043748574866115,5,1,0.06208749714973223,5.0
7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,5,1,White,Low,5.3167567,0.3167568961824756,5,1,0.06335137923649511,5.0
7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,2.99,0.46,9.0,5,1,White,Low,5.1570334,0.157033286664789,4,0,0.0314066573329578,5.0
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7,1,White,Mid,5.8466616,-1.1533385075958744,2,4,-0.16476264394226778,6.0
7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,5,1,White,Low,4.99645,-0.0035502653488892477,4,0,-7.100530697778495E-4,5.0
7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,6,1,White,Mid,5.7331386,-0.26686124959693913,4,1,-0.044476874932823186,6.0
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,1,White,Low,5.129113,0.1291134230444344,4,0,0.02582268460888688,5.0
7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,1,White,Low,5.149963,0.14996288670658497,4,0,0.029992577341316995,5.0
7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,5,1,White,Low,5.2495694,0.24956951013978035,5,0,0.04991390202795607,5.0
7.5,0.34,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2,7,1,White,Mid,7.0574923,0.05749203420854965,4,0,0.008213147744078522,7.0
7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,7,1,White,Mid,6.4396596,-0.5603405614800474,3,2,-0.08004865164000677,6.0
7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,5,1,White,Low,5.058561,0.05856095359817015,4,0,0.01171219071963403,5.0
7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,6,1,White,Mid,5.5764728,-0.42352728780134186,3,1,-0.07058788130022364,6.0
7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,3.08,0.48,13.0,7,1,White,Mid,7.0212774,0.02127765368728518,4,0,0.0030396648124693115,7.0
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,4,0,Red,Low,5.2264385,1.226438611762549,7,4,0.30660965294063725,5.0
